Topic,Count,Name,Representation,Representative_Docs
218,12,218_indopacific_ip_treaty_join,"['indopacific', 'ip', 'treaty', 'join', 'denial', 'peace', 'joining', 'sea', 'bri', 'agreement']","['didnt nepal join indopacific strategy ip critical assessment nepal foreign policy response ip significance maritime interaction impacted coastal landlocked country nepal response usled indopacific strategy ip signifies nepal crossing sea culturally associated sin objective fulfill isolationist policy adopted political change nepal interaction sea friendly past however historical shred evidence cannot suffice reason behind denial joining ip available literature divulges sensitive geographical position nepal context rise china projection new cold war reluctance join indopacific strategy however fail probe domestic intricacy contributing hesitation context paper primarily try dwell upon actor factor influenced nepal dubiety joining indopacific strategy thus paper aim fulfill two objective first analyze role geographical sensitivity second scrutinize domestic interplay thing exploratory qualitative research study review official document agreement statement speech report think tank newspaper hypothesize besides external factor integral internal element played part nepal denial join strategic partnership', 'didnt nepal join indopacific strategy ip critical assessment nepal foreign policy response ip significance maritime interaction impacted coastal landlocked country nepal response usled indopacific strategy ip signifies nepal crossing sea culturally associated sin objective fulfill isolationist policy adopted political change nepal interaction sea friendly past however historical shred evidence cannot suffice reason behind denial joining ip available literature divulges sensitive geographical position nepal context rise china projection new cold war reluctance join indopacific strategy however fail probe domestic intricacy contributing hesitation context paper primarily try dwell upon actor factor influenced nepal dubiety joining indopacific strategy thus paper aim fulfill two objective first analyze role geographical sensitivity second scrutinize domestic interplay thing exploratory qualitative research study review official document agreement statement speech report think tank newspaper hypothesize besides external factor integral internal element played part nepal denial join strategic partnership', 'didnt nepal join indopacific strategy ip critical assessment nepal foreign policy response ip significance maritime interaction impacted coastal landlocked country nepal response usled indopacific strategy ip signifies nepal crossing sea culturally associated sin objective fulfill isolationist policy adopted political change nepal interaction sea friendly past however historical shred evidence cannot suffice reason behind denial joining ip available literature divulges sensitive geographical position nepal context rise china projection new cold war reluctance join indopacific strategy however fail probe domestic intricacy contributing hesitation context paper primarily try dwell upon actor factor influenced nepal dubiety joining indopacific strategy thus paper aim fulfill two objective first analyze role geographical sensitivity second scrutinize domestic interplay thing exploratory qualitative research study review official document agreement statement speech report think tank newspaper hypothesize besides external factor integral internal element played part nepal denial join strategic partnership']"
219,12,219_pneumonia_transport_child_sick,"['pneumonia', 'transport', 'child', 'sick', 'pediatric', 'yes', 'diarrhea', 'five', 'critically', 'breathing']","['factor contributing pneumonia child five year age nepal introduction pneumonia biggest infectious killer child five year age especially poor country addition immune system child various factor play vital role developing pneumonia child aimed analyze factor nepal demography health survey could contribute developing pneumonia child method used nepal demographic health survey ndhs dataset analysis according world health organization pneumonia diagnosed five population cough difficult breathing without fever considered pneumonia least two symptom present created three separate variable cough yes difficulty breathing yes fever yes assessed association pneumonia categorical variable using chisquare test compared mean using independent sample ttest result bivariate analysis wealth index use drug intestinal parasite history diarrhea past two week statistically significant association occurrence pneumonia child five year age however multivariate analysis occurrence pneumonia time higher child history recent diarrhea controlling wealth index drug intestinal parasite conclusion measure could prevent occurrence diarrhea could also prevent development pneumonia child five year age', 'factor contributing pneumonia child five year age nepal introduction pneumonia biggest infectious killer child five year age especially poor country addition immune system child various factor play vital role developing pneumonia child aimed analyze factor nepal demography health survey could contribute developing pneumonia child method used nepal demographic health survey ndhs dataset analysis according world health organization pneumonia diagnosed five population cough difficult breathing without fever considered pneumonia least two symptom present created three separate variable cough yes difficulty breathing yes fever yes assessed association pneumonia categorical variable using chisquare test compared mean using independent sample ttest result bivariate analysis wealth index use drug intestinal parasite history diarrhea past two week statistically significant association occurrence pneumonia child five year age however multivariate analysis occurrence pneumonia time higher child history recent diarrhea controlling wealth index drug intestinal parasite conclusion measure could prevent occurrence diarrhea could also prevent development pneumonia child five year age', 'factor contributing pneumonia child five year age nepal introduction pneumonia biggest infectious killer child five year age especially poor country addition immune system child various factor play vital role developing pneumonia child aimed analyze factor nepal demography health survey could contribute developing pneumonia child method used nepal demographic health survey ndhs dataset analysis according world health organization pneumonia diagnosed five population cough difficult breathing without fever considered pneumonia least two symptom present created three separate variable cough yes difficulty breathing yes fever yes assessed association pneumonia categorical variable using chisquare test compared mean using independent sample ttest result bivariate analysis wealth index use drug intestinal parasite history diarrhea past two week statistically significant association occurrence pneumonia child five year age however multivariate analysis occurrence pneumonia time higher child history recent diarrhea controlling wealth index drug intestinal parasite conclusion measure could prevent occurrence diarrhea could also prevent development pneumonia child five year age']"
220,11,220_deaf_new_old_people,"['deaf', 'new', 'old', 'people', 'nepal', '', '', '', '', '']","['deaf new nepal', 'deaf new nepal', 'deaf new nepal']"
221,11,221_air_temperature_observation_oc,"['air', 'temperature', 'observation', 'oc', 'lalitpur', 'aerosol', 'visibility', 'plot', 'fog', 'cloud']","['abnormality air temperature early decade lalitpur nepal observation temperature lalitpur studied using maximum air temperature pm minimum air temperature data taken department hydrology metrology observation plot analysis work based excel plot addition observation show maximum air temperature recorded lalitpur oc april june minimum temperature recorded oc january observation temperature show fluctuation several factor like cloud air pollution aerosol particle rainfall fog seasonal variation etc', 'abnormality air temperature early decade lalitpur nepal observation temperature lalitpur studied using maximum air temperature pm minimum air temperature data taken department hydrology metrology observation plot analysis work based excel plot addition observation show maximum air temperature recorded lalitpur oc april june minimum temperature recorded oc january observation temperature show fluctuation several factor like cloud air pollution aerosol particle rainfall fog seasonal variation etc', 'abnormality air temperature early decade lalitpur nepal observation temperature lalitpur studied using maximum air temperature pm minimum air temperature data taken department hydrology metrology observation plot analysis work based excel plot addition observation show maximum air temperature recorded lalitpur oc april june minimum temperature recorded oc january observation temperature show fluctuation several factor like cloud air pollution aerosol particle rainfall fog seasonal variation etc']"
222,11,222_lentil_ha_sowing_kg,"['lentil', 'ha', 'sowing', 'kg', 'weed', 'herbicide', 'ai', 'pendimethalin', 'seeding', 'yield']","['increasing productivity lentil agronomic intervention nepal low productivity lentil due adaptation poor crop management practice main problem lentil production western terai region nepal objective selecting appropriate variety sowing time sowing method seeding rate priming technique weed management practice lentil cultivation four different experiment conducted grain legume research program khajura banke two winter season experiment sowing time conducted splitplot design including four lentil variety four sowing date seeding rate experiment laid splitsplitplot design treatment two variety two sowing method four seed rate similarly seed priming weed management trail conducted rcbd ten treatment experiment replicated three time highest seed yield lentil recorded early maturing lentil variety ie pl kg ha ill kg ha similarly lentil sowing october kg ha produced higher seed yield sowing november kg ha likewise highest seed yield lentil recorded use seeding rate kg ha kg ha statistically par seeding rate kg ha kg ha kg ha kg ha differently seed yield lentil didnt differ significantly line kg ha broadcasting kg ha method sowing seed priming ppm solution sodium molybdate namoo produced significantly highest seed yield kg ha lentil similarly highest statistically similar seed yield lentil recorded weed management practice two hand weeding kg ha use pendimethalin kg ha pendimethalinquizolofopethyl kg ha preemergence thus adaptation appropriate variety planting time seeding rate seed priming technique sowing method weed management practice major factor production getting higher yield lentil', 'increasing productivity lentil agronomic intervention nepal low productivity lentil due adaptation poor crop management practice main problem lentil production western terai region nepal objective selecting appropriate variety sowing time sowing method seeding rate priming technique weed management practice lentil cultivation four different experiment conducted grain legume research program khajura banke two winter season experiment sowing time conducted splitplot design including four lentil variety four sowing date seeding rate experiment laid splitsplitplot design treatment two variety two sowing method four seed rate similarly seed priming weed management trail conducted rcbd ten treatment experiment replicated three time highest seed yield lentil recorded early maturing lentil variety ie pl kg ha ill kg ha similarly lentil sowing october kg ha produced higher seed yield sowing november kg ha likewise highest seed yield lentil recorded use seeding rate kg ha kg ha statistically par seeding rate kg ha kg ha kg ha kg ha differently seed yield lentil didnt differ significantly line kg ha broadcasting kg ha method sowing seed priming ppm solution sodium molybdate namoo produced significantly highest seed yield kg ha lentil similarly highest statistically similar seed yield lentil recorded weed management practice two hand weeding kg ha use pendimethalin kg ha pendimethalinquizolofopethyl kg ha preemergence thus adaptation appropriate variety planting time seeding rate seed priming technique sowing method weed management practice major factor production getting higher yield lentil', 'increasing productivity lentil agronomic intervention nepal low productivity lentil due adaptation poor crop management practice main problem lentil production western terai region nepal objective selecting appropriate variety sowing time sowing method seeding rate priming technique weed management practice lentil cultivation four different experiment conducted grain legume research program khajura banke two winter season experiment sowing time conducted splitplot design including four lentil variety four sowing date seeding rate experiment laid splitsplitplot design treatment two variety two sowing method four seed rate similarly seed priming weed management trail conducted rcbd ten treatment experiment replicated three time highest seed yield lentil recorded early maturing lentil variety ie pl kg ha ill kg ha similarly lentil sowing october kg ha produced higher seed yield sowing november kg ha likewise highest seed yield lentil recorded use seeding rate kg ha kg ha statistically par seeding rate kg ha kg ha kg ha kg ha differently seed yield lentil didnt differ significantly line kg ha broadcasting kg ha method sowing seed priming ppm solution sodium molybdate namoo produced significantly highest seed yield kg ha lentil similarly highest statistically similar seed yield lentil recorded weed management practice two hand weeding kg ha use pendimethalin kg ha pendimethalinquizolofopethyl kg ha preemergence thus adaptation appropriate variety planting time seeding rate seed priming technique sowing method weed management practice major factor production getting higher yield lentil']"
223,11,223_quake_seismic_infectious_health,"['quake', 'seismic', 'infectious', 'health', 'earthquake', 'building', 'assisting', 'shortfall', 'worsen', 'noninfectious']","['recent earthquake nepal global health perspective seismic hotspot nepal endured many catastrophic earthquake including jajarkot quake quake worsen existing fragility resulting difficulty accessing healthcare outbreak infectious disease mental health problem nutritional shortfall article examines complex web health consequence infectious noninfectious disease malnutrition highlighting need global health lens tackling issue also reveals longterm health effect mental health disorder increased disease susceptibility emerge quake importance enhancing coordination communication enforcing building code assisting affected community response seismic hazard article identifies mitigation strategy community involvement international cooperation key element building resilience future quake discusses role climate change seismic risk need research innovation adaptability global health intervention suggesting measure strengthening primary healthcare preventing avoidable health problem education improving supply chain article call holistic approach building resilient health system emphasizing community engagement prevention preparedness protect health vulnerable group seismic region', 'recent earthquake nepal global health perspective seismic hotspot nepal endured many catastrophic earthquake including jajarkot quake quake worsen existing fragility resulting difficulty accessing healthcare outbreak infectious disease mental health problem nutritional shortfall article examines complex web health consequence infectious noninfectious disease malnutrition highlighting need global health lens tackling issue also reveals longterm health effect mental health disorder increased disease susceptibility emerge quake importance enhancing coordination communication enforcing building code assisting affected community response seismic hazard article identifies mitigation strategy community involvement international cooperation key element building resilience future quake discusses role climate change seismic risk need research innovation adaptability global health intervention suggesting measure strengthening primary healthcare preventing avoidable health problem education improving supply chain article call holistic approach building resilient health system emphasizing community engagement prevention preparedness protect health vulnerable group seismic region', 'recent earthquake nepal global health perspective seismic hotspot nepal endured many catastrophic earthquake including jajarkot quake quake worsen existing fragility resulting difficulty accessing healthcare outbreak infectious disease mental health problem nutritional shortfall article examines complex web health consequence infectious noninfectious disease malnutrition highlighting need global health lens tackling issue also reveals longterm health effect mental health disorder increased disease susceptibility emerge quake importance enhancing coordination communication enforcing building code assisting affected community response seismic hazard article identifies mitigation strategy community involvement international cooperation key element building resilience future quake discusses role climate change seismic risk need research innovation adaptability global health intervention suggesting measure strengthening primary healthcare preventing avoidable health problem education improving supply chain article call holistic approach building resilient health system emphasizing community engagement prevention preparedness protect health vulnerable group seismic region']"
224,11,224_debris_flow_gully_susceptibility,"['debris', 'flow', 'gully', 'susceptibility', 'slope', 'landslide', 'catchment', 'erosion', 'malai', 'susceptible']","['topographical geological factor gullytype debris flow malai river catchment siwaliks nepal siwalik hill nepal lie two major thrust main boundary thrust main frontal thrust thrusting continuous erosion material surface cause several landslide debris flow problem siwalik region debris flow commonly occurs landslide heavy rainfall steep slope paper described topographical geological control debris flow occurring gully siwaliks malai river catchment midwestern nepal length gully length debris channel area debris channel area catchment debris flow area gully without debris flow found using google earth pro free version online database similarly form factor f average gradient stream slope area ratio topographical factor calculated lithology geological structure studied field relation factor identified gully larger debris flow event value greater small debris flow event value less gully without debris flow value less gully debris flow f free debris flow f less topographic form factor found greater hanging wall malai thrust large size debris flow encountered f value obtained middle upper siwaliks greater number debris flow event large debris flow found high middle upper siwaliks hanging wall malai thrust', 'topographical geological factor gullytype debris flow malai river catchment siwaliks nepal siwalik hill nepal lie two major thrust main boundary thrust main frontal thrust thrusting continuous erosion material surface cause several landslide debris flow problem siwalik region debris flow commonly occurs landslide heavy rainfall steep slope paper described topographical geological control debris flow occurring gully siwaliks malai river catchment midwestern nepal length gully length debris channel area debris channel area catchment debris flow area gully without debris flow found using google earth pro free version online database similarly form factor f average gradient stream slope area ratio topographical factor calculated lithology geological structure studied field relation factor identified gully larger debris flow event value greater small debris flow event value less gully without debris flow value less gully debris flow f free debris flow f less topographic form factor found greater hanging wall malai thrust large size debris flow encountered f value obtained middle upper siwaliks greater number debris flow event large debris flow found high middle upper siwaliks hanging wall malai thrust', 'topographical geological factor gullytype debris flow malai river catchment siwaliks nepal siwalik hill nepal lie two major thrust main boundary thrust main frontal thrust thrusting continuous erosion material surface cause several landslide debris flow problem siwalik region debris flow commonly occurs landslide heavy rainfall steep slope paper described topographical geological control debris flow occurring gully siwaliks malai river catchment midwestern nepal length gully length debris channel area debris channel area catchment debris flow area gully without debris flow found using google earth pro free version online database similarly form factor f average gradient stream slope area ratio topographical factor calculated lithology geological structure studied field relation factor identified gully larger debris flow event value greater small debris flow event value less gully without debris flow value less gully debris flow f free debris flow f less topographic form factor found greater hanging wall malai thrust large size debris flow encountered f value obtained middle upper siwaliks greater number debris flow event large debris flow found high middle upper siwaliks hanging wall malai thrust']"
225,11,225_frontotemporal_lobe_anger_epilepsy,"['frontotemporal', 'lobe', 'anger', 'epilepsy', 'outburst', 'violent', 'intermittent', 'episode', 'manifestation', 'misdiagnosed']","['frontotemporal lobe epilepsy presenting intermittent outburst anger case report eastern nepal episode rage anger violent outburst common manifestation various psychiatric behavioral disorder though rare manifestation frontotemporal lobe epilepsy often misdiagnosed present case year male intermittent episode anger violent outburst three year later diagnosed case frontotemporal lobe epilepsy', 'frontotemporal lobe epilepsy presenting intermittent outburst anger case report eastern nepal episode rage anger violent outburst common manifestation various psychiatric behavioral disorder though rare manifestation frontotemporal lobe epilepsy often misdiagnosed present case year male intermittent episode anger violent outburst three year later diagnosed case frontotemporal lobe epilepsy', 'frontotemporal lobe epilepsy presenting intermittent outburst anger case report eastern nepal episode rage anger violent outburst common manifestation various psychiatric behavioral disorder though rare manifestation frontotemporal lobe epilepsy often misdiagnosed present case year male intermittent episode anger violent outburst three year later diagnosed case frontotemporal lobe epilepsy']"
226,11,226_oil_citrate_cymbopogon_text,"['oil', 'citrate', 'cymbopogon', 'text', 'full', 'essential', 'marmelous', 'aegle', 'physicchemical', 'grown']","['isolation characterization essential oil cymbopogon citrate grown nepal available full text', 'isolation characterization essential oil cymbopogon citrate grown nepal available full text', 'isolation characterization essential oil cymbopogon citrate grown nepal available full text']"
227,11,227_hn_flu_rabies_bird,"['hn', 'flu', 'rabies', 'bird', 'influenza', 'virus', 'molecular', 'avian', 'avianbird', 'aiv']","['avianbird flu review hn outbreak nepal avianbird flu viral disease bird caused avian influenza virus aiv highly pathogenic avian influenza hpai hn breached barrier specie human animal escalating pandemic threat hn evolves humantohuman transmissible virus retaining pathogenicity trigger influenza pandemic hn mortality rate varying strain meaningful antigenic alteration hemagglutinin ha andor neuraminidase na result recurring pandemic hpai hn subtype alone outreached nation around world since first human case death reported wild migratory bird aiv reservoir poultry primarily impacted incident outbreak disease wide range serological molecular method substantially aided identification bird flu human candidate vaccine developed yet ready widespread use oseltamivir brand name tamiflu preferred drug management human influenzalike illness ili surveillance mass awareness pandemic preparedness abiding recommendation paramount importance prevention bird flu outbreak', 'avianbird flu review hn outbreak nepal avianbird flu viral disease bird caused avian influenza virus aiv highly pathogenic avian influenza hpai hn breached barrier specie human animal escalating pandemic threat hn evolves humantohuman transmissible virus retaining pathogenicity trigger influenza pandemic hn mortality rate varying strain meaningful antigenic alteration hemagglutinin ha andor neuraminidase na result recurring pandemic hpai hn subtype alone outreached nation around world since first human case death reported wild migratory bird aiv reservoir poultry primarily impacted incident outbreak disease wide range serological molecular method substantially aided identification bird flu human candidate vaccine developed yet ready widespread use oseltamivir brand name tamiflu preferred drug management human influenzalike illness ili surveillance mass awareness pandemic preparedness abiding recommendation paramount importance prevention bird flu outbreak', 'avianbird flu review hn outbreak nepal avianbird flu viral disease bird caused avian influenza virus aiv highly pathogenic avian influenza hpai hn breached barrier specie human animal escalating pandemic threat hn evolves humantohuman transmissible virus retaining pathogenicity trigger influenza pandemic hn mortality rate varying strain meaningful antigenic alteration hemagglutinin ha andor neuraminidase na result recurring pandemic hpai hn subtype alone outreached nation around world since first human case death reported wild migratory bird aiv reservoir poultry primarily impacted incident outbreak disease wide range serological molecular method substantially aided identification bird flu human candidate vaccine developed yet ready widespread use oseltamivir brand name tamiflu preferred drug management human influenzalike illness ili surveillance mass awareness pandemic preparedness abiding recommendation paramount importance prevention bird flu outbreak']"
228,11,228_forecasting_epidemiol_scientist_prediction,"['forecasting', 'epidemiol', 'scientist', 'prediction', 'earthquake', 'seismology', 'prepardness', 'prevention', 'precaution', 'se']","['earthquake forecasting model nepal improve prevention urgent need earthquake forecasting model nepal current scenario developed scientist nepal help experienced international scientist help nepalese take timely necessary precaution would argue need use earthquake prediction knowledge improve disaster prepardness local community service provider hospital nongovernmental organization police etc government policymakers international agency whole seismology public health successful focusing prevention prediction per se j epidemiol', 'earthquake forecasting model nepal improve prevention urgent need earthquake forecasting model nepal current scenario developed scientist nepal help experienced international scientist help nepalese take timely necessary precaution would argue need use earthquake prediction knowledge improve disaster prepardness local community service provider hospital nongovernmental organization police etc government policymakers international agency whole seismology public health successful focusing prevention prediction per se j epidemiol', 'earthquake forecasting model nepal improve prevention urgent need earthquake forecasting model nepal current scenario developed scientist nepal help experienced international scientist help nepalese take timely necessary precaution would argue need use earthquake prediction knowledge improve disaster prepardness local community service provider hospital nongovernmental organization police etc government policymakers international agency whole seismology public health successful focusing prevention prediction per se j epidemiol']"
229,11,229_mental_redesign_recover_cope,"['mental', 'redesign', 'recover', 'cope', 'postearthquake', 'could', 'maintain', 'much', 'develop', 'run']","['mental health postearthquake nepal two decade government nepal made effort develop maintain mental health professional area however much done could opportunity nepal redesign mental healthcare service community level primary mental health service integrated community mental health could help child family cope recover mental illness long run', 'mental health postearthquake nepal two decade government nepal made effort develop maintain mental health professional area however much done could opportunity nepal redesign mental healthcare service community level primary mental health service integrated community mental health could help child family cope recover mental illness long run', 'mental health postearthquake nepal two decade government nepal made effort develop maintain mental health professional area however much done could opportunity nepal redesign mental healthcare service community level primary mental health service integrated community mental health could help child family cope recover mental illness long run']"
230,11,230_ceremony_speech_hari_excellence,"['ceremony', 'speech', 'hari', 'excellence', 'award', 'july', 'dr', 'shrestha', 'upload', 'man']","['dr hari man shrestha speech hydro nepal excellence award distribution ceremony availablehydro nepal journaljournal water energy environmentissue july page upload date july', 'dr hari man shrestha speech hydro nepal excellence award distribution ceremony availablehydro nepal journaljournal water energy environmentissue july page upload date july', 'dr hari man shrestha speech hydro nepal excellence award distribution ceremony availablehydro nepal journaljournal water energy environmentissue july page upload date july']"
231,11,231_healing_indigenous_health_coordinating,"['healing', 'indigenous', 'health', 'coordinating', 'conclave', 'multiinstitutional', 'diaspora', 'bolster', 'knowledge', 'veterinary']","['health healing health care nepal', 'health healing health care nepal', 'health healing health care nepal']"
232,11,232_earthquake_earthquakeinduced_damaged_slope,"['earthquake', 'earthquakeinduced', 'damaged', 'slope', 'roadside', 'damage', 'penstock', 'hydro', 'surface', 'fall']","['nepal earthquake april hydro project damaged risk lesson learned design consideration april nepal earthquake magnitude epicentre gorkha magnitude aftershock may epicentre dolakha devastating impact district including kathmandu capital city nepal death toll nearly hundred thousand inhabitant became homeless earthquake severely damaged mainly surface structure hydro project access road clay mortar stone masonry house structurally weak concrete house landslide rock fall debris flow liquefaction river damming landslide dammed outburst flood ldof glacial lake outburst flood glof expected earthquakeinduced hazard however landslide ground shaking responsible major damaged total hydro project operation construction affected earthquake hydro project damage recorded surface structure power house settling basin penstock pipe diversion weir constructed base steep terrain instance surface penstock pipe lying base rock cliff running mw upper bhote koshi project ruptured rock fall result flooded surface powerhouse located downstream water penstock headrace tunnel similarly diversion weir surface settling basin headrace penstock pipe running mw mialung project also severely damaged slide rock fall hand minor cracking sprayed concrete corner protruded edge underground structure observed hydro project practice considering seismic load design structure effect earthquake induced hazard foreseen devastating earthquake gave good lesson design consideration hydro project future article summarises earthquake damage risk lesson learned hydro project nepal', 'nepal earthquake april hydro project damaged risk lesson learned design consideration april nepal earthquake magnitude epicentre gorkha magnitude aftershock may epicentre dolakha devastating impact district including kathmandu capital city nepal death toll nearly hundred thousand inhabitant became homeless earthquake severely damaged mainly surface structure hydro project access road clay mortar stone masonry house structurally weak concrete house landslide rock fall debris flow liquefaction river damming landslide dammed outburst flood ldof glacial lake outburst flood glof expected earthquakeinduced hazard however landslide ground shaking responsible major damaged total hydro project operation construction affected earthquake hydro project damage recorded surface structure power house settling basin penstock pipe diversion weir constructed base steep terrain instance surface penstock pipe lying base rock cliff running mw upper bhote koshi project ruptured rock fall result flooded surface powerhouse located downstream water penstock headrace tunnel similarly diversion weir surface settling basin headrace penstock pipe running mw mialung project also severely damaged slide rock fall hand minor cracking sprayed concrete corner protruded edge underground structure observed hydro project practice considering seismic load design structure effect earthquake induced hazard foreseen devastating earthquake gave good lesson design consideration hydro project future article summarises earthquake damage risk lesson learned hydro project nepal', 'nepal earthquake april hydro project damaged risk lesson learned design consideration april nepal earthquake magnitude epicentre gorkha magnitude aftershock may epicentre dolakha devastating impact district including kathmandu capital city nepal death toll nearly hundred thousand inhabitant became homeless earthquake severely damaged mainly surface structure hydro project access road clay mortar stone masonry house structurally weak concrete house landslide rock fall debris flow liquefaction river damming landslide dammed outburst flood ldof glacial lake outburst flood glof expected earthquakeinduced hazard however landslide ground shaking responsible major damaged total hydro project operation construction affected earthquake hydro project damage recorded surface structure power house settling basin penstock pipe diversion weir constructed base steep terrain instance surface penstock pipe lying base rock cliff running mw upper bhote koshi project ruptured rock fall result flooded surface powerhouse located downstream water penstock headrace tunnel similarly diversion weir surface settling basin headrace penstock pipe running mw mialung project also severely damaged slide rock fall hand minor cracking sprayed concrete corner protruded edge underground structure observed hydro project practice considering seismic load design structure effect earthquake induced hazard foreseen devastating earthquake gave good lesson design consideration hydro project future article summarises earthquake damage risk lesson learned hydro project nepal']"
233,11,233_investor_news_recency_investment,"['investor', 'news', 'recency', 'investment', 'macroeconomic', 'choice', 'concerned', 'decision', 'market', 'rational']","['impact news type recency investment decision nepal study examines type economic news recency affecting investment choice nepal security market emphasis rational irrational factor determine individual investor behavior study individual investor chosen using nonprobability convenience sampling technique descriptive research methodology used result show macroeconomic news recency considerable influence investment choice corporate reputation market news substantial impact investment decision study suggests financial manager concerned disclosure monthly report also personal investor need concerned macroeconomic information stock market future research lead behavioral finance add knowledge role habit investment economic prosperity nation', 'impact news type recency investment decision nepal study examines type economic news recency affecting investment choice nepal security market emphasis rational irrational factor determine individual investor behavior study individual investor chosen using nonprobability convenience sampling technique descriptive research methodology used result show macroeconomic news recency considerable influence investment choice corporate reputation market news substantial impact investment decision study suggests financial manager concerned disclosure monthly report also personal investor need concerned macroeconomic information stock market future research lead behavioral finance add knowledge role habit investment economic prosperity nation', 'impact news type recency investment decision nepal study examines type economic news recency affecting investment choice nepal security market emphasis rational irrational factor determine individual investor behavior study individual investor chosen using nonprobability convenience sampling technique descriptive research methodology used result show macroeconomic news recency considerable influence investment choice corporate reputation market news substantial impact investment decision study suggests financial manager concerned disclosure monthly report also personal investor need concerned macroeconomic information stock market future research lead behavioral finance add knowledge role habit investment economic prosperity nation']"
234,11,234_mba_graduate_return_receiving,"['mba', 'graduate', 'return', 'receiving', 'kmc', 'bank', 'tvet', 'industry', 'employed', 'percent']","['return education management graduate development bank nepal rate return education considered measure profitability getting confined particular course study well known number student choosing management master increasing every year nepal study attempt estimate private rate return mba individual employed development bank kathmandu metropolitan city kmc questionnaire survey done collect data mba graduate working development bank using linear regression method found rate return mba individual employed development bank kmc percent male mba graduate receiving percent return education female mba graduate receiving percent hence finding suggest undergraduate irrespective gender pursue mba receiving higher return investment education', 'return education management graduate development bank nepal rate return education considered measure profitability getting confined particular course study well known number student choosing management master increasing every year nepal study attempt estimate private rate return mba individual employed development bank kathmandu metropolitan city kmc questionnaire survey done collect data mba graduate working development bank using linear regression method found rate return mba individual employed development bank kmc percent male mba graduate receiving percent return education female mba graduate receiving percent hence finding suggest undergraduate irrespective gender pursue mba receiving higher return investment education', 'return education management graduate development bank nepal rate return education considered measure profitability getting confined particular course study well known number student choosing management master increasing every year nepal study attempt estimate private rate return mba individual employed development bank kathmandu metropolitan city kmc questionnaire survey done collect data mba graduate working development bank using linear regression method found rate return mba individual employed development bank kmc percent male mba graduate receiving percent return education female mba graduate receiving percent hence finding suggest undergraduate irrespective gender pursue mba receiving higher return investment education']"
235,11,235_peace_conflict_un_education,"['peace', 'conflict', 'un', 'education', 'peacekeeping', 'pherali', 'rebuilding', 'school', 'tejendra', 'violent']","['conflict education peace nepal rebuilding education peace development bconflict education peace nepal rebuilding education peace developmentb tejendra pherali london bloomsbury academic pp hardback isbn', 'peace education school nepal political change took place history nepal according changed system system peace education school education change state system peace education managed make common citizen feel peace expected clear aspect peace education kept school curriculum national education objective level objective theme teaching facilitation form education nonformal education distance education teacher training school seminar program like peace education also made widespread order make peace school society country awaken consciousness peace build ideal civilized society inner peace every person developed meditation yoga aspect used various aspect school society aspect peace taken integral part daily living social life important aspect peace arranged school education aspect veda eastern philosophy tripitaka buddhist philosophy implemented effectively', 'legal aspect peace keeping operation nepal united nation un charter constitution un underpins operational framework un encompassing peacekeeping mission create condition lasting peace conflicttorn country nepal involved peace initiative taken un largest troop contributor un peacekeeping mission carrying beacon peace world initiated nepal enlightened son gautam buddha study aim identify legal basis un peacekeeping operation implied un charter international law concerning influence buddha teaching peace nonviolence global norm peace study also aim analyze nepal adherence human right law humanitarian law well legal aspect nepal participation un peacekeeping operation methodologically study follows doctrinal approach focusing examination legal doctrine researcher draw upon multilateral convention resolution general assembly security council decision international court justice report nepal correspondence un speech nepali delegation un general assembly nepali law related un peacekeeping journal article source data paper argues birthplace buddha nepal need negotiate un expand role securing policylevel commandlevel position un peace initiative enabling contribute enhance legal norm peacekeeping operation oriental knowledge world peace']"
236,11,236_inequality_education_albania_attainment,"['inequality', 'education', 'albania', 'attainment', 'educational', 'distance', 'wb', 'respond', 'set', 'educationa']","['education inequality respond policy method application survey data albania nepal find significant inequality education albania nepal country study reduce inequality result indicate country possibly others', 'factor change education inequality nepal', 'education inequality respond policy method application survey data albania nepal purpose purpose paper measure inequality education examine socioeconomic factor affect education inequality albania nepal designmethodologyapproach using large household survey data set author calculate incomerelated inequality education decompose inequality factor determine educational attainment decomposition procedure establishes role played two set factor elasticity education demand respect determinant inequality determinant paper proposes new mechanism quantify effect policy simulation regarding income urbanization distance school education inequality finding country show significant inequality education educational attainment albania nepal determined socioeconomic demographic geographic factor three particularly significant affecting inequality income urbanization distance school research limitationsimplications schooling individual largely financed public subsidy country attainment also likely affected price education service cost health care identification factor context comprehensive data enable researcher future draw firmer conclusion practical implication proposed method help identify costeffective sustainable policy reduce socioeconomic inequality education developing country social implication reduction education inequality lead higher income better health instrumental uplifting poor developing country originalityvalue first paper measure education inequality using concentration index propose new mechanism show effect simulated policy education inequality']"
